date,infectious,recoveredCumulative
2020-03-16,0.0005437775997166085,1.7704386967517483e-05
2020-03-17,0.0008573981688554895,4.0467170211468534e-05
2020-03-18,0.0011153763789536013,8.852193483758742e-05
2020-03-19,0.0017906722818574825,0.0001542810864312238
2020-03-20,0.0021371724267931816,0.00020233585105734265
2020-03-21,0.0025494317233225178,0.0002630366063745455
2020-03-22,0.003088150926762692,0.00036673373004143356
2020-03-23,0.003482705836324511,0.00036673373004143356
2020-03-24,0.004021425039764686,0.000490664438814056
2020-03-25,0.004309753627521399,0.000594361562480944
2020-03-26,0.005146918211271154,0.0006980586861478322
2020-03-27,0.006975528465201889,0.0010597340199128321
2020-03-28,0.008313474280318566,0.0013784129853281468
2020-03-29,0.010309011611371608,0.002157406011898916
2020-03-30,0.011654545020902938,0.0025039061568346154
2020-03-31,0.013321286593987798,0.003040096162136573
2020-04-01,0.014370903821347763,0.0036825124892436367
2020-04-02,0.01529406114179689,0.004180764522472343
2020-04-03,0.01685204719493843,0.005081159059677518
2020-04-04,0.018230460180266576,0.005688166612849545
2020-04-05,0.019054978773325244,0.007304324223170071
2020-04-06,0.01942171250336668,0.009479434622036504
2020-04-07,0.020643315204125386,0.01135357044245514
2020-04-08,0.02157658931712738,0.013991524100615245
2020-04-09,0.02233029036231598,0.01583530954337528
2020-04-10,0.0214147206362815,0.018402445653665316
2020-04-11,0.02088105982911776,0.02005907043419731
2020-04-12,0.02029428586105147,0.022598385364966958
2020-04-13,0.019393891323846293,0.02633148181697493
2020-04-14,0.017929485601818777,0.029584030622721715
2020-04-15,0.01792695640368056,0.03304650287394049
2020-04-16,0.018905756083170456,0.035257022046741957
2020-04-17,0.019252256228106154,0.0390457608577907
2020-04-18,0.019942727319839336,0.04163565975132469
2020-04-19,0.02029428586105147,0.044928675727282937
2020-04-20,0.020509267702799896,0.047746202453256434
2020-04-21,0.02380734207503458,0.05046509045183948
2020-04-22,0.026402299364845002,0.05334078873499196
2020-04-23,0.026829733850203638,0.05465091337058826
2020-04-24,0.028198030042978914,0.056975246459609476
2020-04-25,0.0293260524126236,0.059562616155005244
2020-04-26,0.02854705938605283,0.0638344318104534
2020-04-27,0.030196096572170174,0.06699845868136259
2020-04-28,0.02840036589403626,0.07040781777167882
2020-04-29,0.026736153519089614,0.07363507459604343
2020-04-30,0.027909701455222202,0.07516018107338815
2020-05-01,0.027004248521740593,0.08078258853464405
2020-05-02,0.026657748376804895,0.08596491551985025
2020-05-03,0.027687132019059126,0.09066416566065703
2020-05-04,0.02775542036879098,0.0951964887243415
2020-05-05,0.02699413172918773,0.09973387018430242
2020-05-06,0.029819246049575872,0.10218213398209626
2020-05-07,0.028263789194572553,0.10535627764555833
2020-05-08,0.029232472081509583,0.10918295442868033
2020-05-09,0.0299887023248364,0.11270106903893985
2020-05-10,0.031700969464409166,0.11857386711587924
2020-05-11,0.031579567953774756,0.1222007372460821
2020-05-12,0.031969064467060146,0.1263916185611073
2020-05-13,0.029854654823510914,0.1298692660011554
2020-05-14,0.03040602001764217,0.1331116980143493
2020-05-15,0.03009998704291794,0.13617708615786803
2020-05-16,0.029606793405965667,0.14252031508851573
2020-05-17,0.029447453923258007,0.1468376563104518
2020-05-18,0.030246680534934508,0.1514332093275917
2020-05-19,0.03016321699637336,0.1563803208859437
2020-05-20,0.031397465687823145,0.16157023546556454
2020-05-21,0.03167314828488878,0.16469126596812406
2020-05-22,0.03284416702288315,0.1681461506249282
2020-05-23,0.033724327974982586,0.17237496991202667
2020-05-24,0.03378502873029979,0.17724367632809396
2020-05-25,0.03448561661458584,0.18153319637050963
2020-05-26,0.03656714668233826,0.18598711429190937
2020-05-27,0.03661014305068794,0.19101768938882255
2020-05-28,0.038112486744788704,0.19493794650305857
2020-05-29,0.03794808886580461,0.19830936762130152
2020-05-30,0.03995880138568696,0.20377243559984978
2020-05-31,0.0440940403416714,0.20891682461298272
2020-06-01,0.04550533290279636,0.21437736339339278
2020-06-02,0.04579113229241486,0.219711442266892
2020-06-03,0.04610728205969196,0.22480271811912236
2020-06-04,0.04466816831904661,0.2294235631176444
2020-06-05,0.04703802697455573,0.2348765143036398
2020-06-06,0.04738452711949144,0.24038257865053775
2020-06-07,0.045060194030470214,0.24702931135777143
2020-06-08,0.045300467853600805,0.2523254522591974
2020-06-09,0.044938792519835805,0.2596702436525789
2020-06-10,0.04575066512220339,0.26889675846079375
2020-06-11,0.048092702598192136,0.27492889602044074
2020-06-12,0.04710378612614937,0.2806676465960547
2020-06-13,0.04855301665934759,0.2864898607102297
2020-06-14,0.04958745869787825,0.2916974796768181
2020-06-15,0.049817615728455986,0.2993634792337531
2020-06-16,0.049691155821545145,0.30705477077207033
2020-06-17,0.05157540843451665,0.31395695249126393
2020-06-18,0.05414760294108311,0.32022936387404155
2020-06-19,0.058212024349197485,0.3256064391158905
2020-06-20,0.058755801948914096,0.3322405258324331
2020-06-21,0.062058934717425206,0.3397901822750102
2020-06-22,0.06620429046596252,0.3464672653599025
2020-06-23,0.07348332270775042,0.35560778743141797
2020-06-24,0.0829147025651608,0.3635444111891422
2020-06-25,0.08606608344537893,0.37004697960249755
2020-06-26,0.08749255119533318,0.3752975949374356
2020-06-27,0.09276087091723874,0.3838159342669497
2020-06-28,0.09360309389726493,0.3939377852160933
2020-06-29,0.10313311248206576,0.4046792897091
2020-06-30,0.11446897853755339,0.414363589380332
2020-07-01,0.11497481816519675,0.42560334590656745
2020-07-02,0.11772405654143839,0.43625127006846004
2020-07-03,0.11968924349483284,0.4487809176451861
2020-07-04,0.1277599147538826,0.4667306368321106
2020-07-05,0.1373759260753828,0.4800038686614722
2020-07-06,0.13159670832955744,0.49217184090443317
2020-07-07,0.12285327036574203,0.5071244602975707
2020-07-08,0.13368582599172452,0.5192064398038323
2020-07-09,0.1350692973733291,0.5393843825505259
2020-07-10,0.14030473751943784,0.5632498961827395
2020-07-11,0.13739615966048854,0.5817054549973073
2020-07-12,0.13691308281608913,0.5977279252029106
2020-07-13,0.14359522429725788,0.611861084399266
2020-07-14,0.14693376583970402,0.6348843750514535
2020-07-15,0.14543142214560326,0.6565823658792151
2020-07-16,0.14933650407100998,0.6709810908800833
2020-07-17,0.15489568157881045,0.6861031665484815
2020-07-18,0.15774355868244255,0.7153912809890318
2020-07-19,0.15989590629806505,0.7327972225762397
2020-07-20,0.1561071674870163,0.7521658219187038
2020-07-21,0.16083929720361992,0.7722805347119419
2020-07-22,0.16515410922741774,0.7934954486953043
2020-07-23,0.17389754719123315,0.8145763151773412
2020-07-24,0.17314637534418278,0.8330369323881854
2020-07-25,0.175260784987732,0.860822703134635
2020-07-26,0.17258236415936043,0.8821337266472498
2020-07-27,0.17264559411281585,0.9070615034975144
2020-07-28,0.16444340455057882,0.9300240933943845
2020-07-29,0.15398769944719065,0.9533913549933694
2020-07-30,0.14923280694734306,0.9706834826643574
2020-07-31,0.14526449506848094,0.9938762295918054
2020-08-01,0.13617961535600626,1.0259768123620527
2020-08-02,0.13800063801552234,1.0560312738384827
2020-08-03,0.13507941416588196,1.0802078788416971
2020-08-04,0.13125020818462174,1.1052848783821165
2020-08-05,0.12248653663570061,1.1259737191527297
2020-08-06,0.11006564457891796,1.1433290767771733
2020-08-07,0.11083452081293588,1.1583196341423843
2020-08-08,0.11303492319318448,1.1799645118092434
2020-08-09,0.11143899916796968,1.205264080785826
2020-08-10,0.11644175308536248,1.225472373910178
2020-08-11,0.136619695832056,1.2414644937381227
2020-08-12,0.15273574636877332,1.263974357168252
2020-08-13,0.15737176655612467,1.2784084909430553
2020-08-14,0.1559857659763819,1.289569842327006
2020-08-15,0.16931464016478434,1.302451048444944
2020-08-16,0.1681183294454078,1.315329725364744
2020-08-17,0.1649972989428483,1.336306894723114
2020-08-18,0.14513044756715546,1.3544994169313072
2020-08-19,0.13126538337345103,1.3754133563362219
2020-08-20,0.12831127994801383,1.3948502440284176
2020-08-21,0.12250424102266812,1.426189538159062
2020-08-22,0.10714189153113937,1.4551867948137174
2020-08-23,0.1041953757001168,1.4727014919208685
2020-08-24,0.10034340693561267,1.4922926606994957
2020-08-25,0.09993620603535976,1.5238140570960914
2020-08-26,0.09960993947552979,1.5435316857816297
2020-08-27,0.09589201821235112,1.559847542971266
2020-08-28,0.09523189749827654,1.5713199857262174
2020-08-29,0.09130658198776409,1.5864521781871685
2020-08-30,0.08970812876441109,1.6010127718688822
2020-08-31,0.087735354216602,1.614796901722164
2020-09-01,0.08584351400921585,1.630955948627231
2020-09-02,0.08143259245616577,1.6477270614817463
2020-09-03,0.08313727200132388,1.6601909499068788
2020-09-04,0.08251508925932255,1.6712561917615771
2020-09-05,0.08242909652262319,1.6860621176626984
2020-09-06,0.07949522668229173,1.6969047900812335
2020-09-07,0.07677886788184689,1.7100287992204404
2020-09-08,0.0742926661119798,1.722262530614995
2020-09-09,0.06777492250979514,1.7374351902461573
2020-09-10,0.0633235337865336,1.7479263041234805
2020-09-11,0.058953079403695,1.757099705770793
2020-09-12,0.056783027401105,1.767494710118864
2020-09-13,0.0560445015447457,1.7800420620825577
2020-09-14,0.055348972056736084,1.7925438884797629
2020-09-15,0.05414760294108311,1.804691627137618
2020-09-16,0.05731668820826875,1.8169304169284493
2020-09-17,0.05714217353673178,1.8247051720053278
2020-09-18,0.05796163373351402,1.831392371882773
2020-09-19,0.058616696051312166,1.835269632628659
2020-09-20,0.057713772315968775,1.843365595869091
2020-09-21,0.05888732025210137,1.851496967883458
2020-09-22,0.05991923309249381,1.8614746545387233
2020-09-23,0.060493361069869016,1.872974918473195
2020-09-24,0.06031125880391742,1.8800541440620637
2020-09-25,0.05974724761909508,1.885539974823856
2020-09-26,0.0593906306816065,1.8925863208369278
2020-09-27,0.058950550205556784,1.900507769405823
2020-09-28,0.05811844401808346,1.909458601616972
2020-09-29,0.05698789245030056,1.9200913505900352
2020-09-30,0.05707641438513815,1.9306886907891636
2020-10-01,0.05683866976014577,1.9389414643141651
2020-10-02,0.05728380863247193,1.9454592079163497
2020-10-03,0.05224564594114409,1.953079681906797
2020-10-04,0.05282989071107217,1.9608190282097402
2020-10-05,0.05306257693978811,1.9692058492360671
2020-10-06,0.051846032635305836,1.979481981271642
2020-10-07,0.050998751259003224,1.9896392409947203
2020-10-08,0.0522026495727944,1.9970599083322487
2020-10-09,0.05282736151293395,2.00244710036665
2020-10-10,0.057954046139099366,2.010156096291935
2020-10-11,0.05666921348488525,2.0176576979698857
2020-10-12,0.05771883071224521,2.026489657868539
2020-10-13,0.0595398533717613,2.031727627212786
2020-10-14,0.059274287567248535,2.0424691317057926
2020-10-15,0.05869004279732045,2.0501224852720363
2020-10-16,0.05682602376945469,2.054293133001956
2020-10-17,0.05382133638125315,2.061154847550938
2020-10-18,0.051491944895955495,2.0698603475426807
2020-10-19,0.05150712008478479,2.079317019381473
2020-10-20,0.05377075241848881,2.089681673351885
2020-10-21,0.056461819237551475,2.0991383451906778
2020-10-22,0.0553666764437036,2.1078413159842815
2020-10-23,0.06312119793547626,2.1138329863737173
2020-10-24,0.07067338357619159,2.120429135118187
2020-10-25,0.0766599955693507,2.128550390340001
2020-10-26,0.07545103885928307,2.136143043150928
2020-10-27,0.07515006428083527,2.1435030097331382
2020-10-28,0.07709248845098576,2.1506302900866334
2020-10-29,0.08049931834316378,2.1593484360690667
2020-10-30,0.07522846942312,2.1676037387922062
2020-10-31,0.07304324223170071,2.176890954355738
2020-11-01,0.0712803911293636,2.1839170667837045
2020-11-02,0.0741130930441664,2.199264241086404
2020-11-03,0.07635143339648826,2.21417639330933
2020-11-04,0.07845572624748462,2.227290285655984
2020-11-05,0.07941176314373057,2.2347994749283497
2020-11-06,0.08569176212092283,2.2427538030730414
2020-11-07,0.08760889430969115,2.253983442806724
2020-11-08,0.09562645240783836,2.2644163851268684
2020-11-09,0.10348972941955435,2.274492710509524
2020-11-10,0.10681056657503299,2.287219635541031
2020-11-11,0.11218005422246721,2.2985706767853475
2020-11-12,0.11821472098025244,2.308912567972516
2020-11-13,0.11921881264112452,2.3191052364695297
2020-11-14,0.1293457219865445,2.3324391690542083
2020-11-15,0.1376288458892045,2.3438281482705987
2020-11-16,0.1444121552959019,2.3601844726304466
2020-11-17,0.15292037783286316,2.374828529850722
2020-11-18,0.1588766394483637,2.394197129193186
2020-11-19,0.1702150347019895,2.4124022973920702
2020-11-20,0.18551668343820107,2.4259158030445627
2020-11-21,0.19958408348296283,2.444619223276676
2020-11-22,0.20806448484040366,2.462042869250851
2020-11-23,0.20403547220622437,2.4794032852715713
2020-11-24,0.22067506675755255,2.5041742518372665
2020-11-25,0.24215807574356593,2.5318259750823904
2020-11-26,0.25016045865288383,2.5568144526879726
2020-11-27,0.24931823567285763,2.578836180877426
2020-11-28,0.2406784948327091,2.6034958627250395
2020-11-29,0.24395633561983804,2.6322579039528406
2020-11-30,0.2584410533574056,2.664919968709772
2020-12-01,0.25051201719409594,2.703758335320229
2020-12-02,0.2565871511220927,2.7398904599227945
2020-12-03,0.26655725018294324,2.7608499248941967
2020-12-04,0.2900585592832536,2.7995112476349786
2020-12-05,0.32273327003087615,2.8456539384686055
2020-12-06,0.35917395680630365,2.882418362605725
2020-12-07,0.38614026735597096,2.91423820438263
2020-12-08,0.41398420965959953,2.9444368301529384
2020-12-09,0.4392989538250113,2.983846795542632
2020-12-10,0.4670670201844934,3.019290978251602
2020-12-11,0.5010493263695741,3.050023264829074
2020-12-12,0.5279726405508918,3.102241089590698
2020-12-13,0.5285341225375759,3.148975612788668
2020-12-14,0.5500955366658739,3.2042967636658837
2020-12-15,0.5729190206651422,3.2671701001838147
2020-12-16,0.6304911578853708,3.343020752348936
2020-12-17,0.6872590100976466,3.405431245607573
2020-12-18,0.7009242676384319,3.464007474488674
2020-12-19,0.7207329474569457,3.541540043415709
2020-12-20,0.7614555666803741,3.616042632973161
2020-12-21,0.773110111701277,3.705346090035458
2020-12-22,0.7736867688767904,3.7951427407347063
2020-12-23,0.7364822642636216,3.871554874886512
2020-12-24,0.7031398452075097,3.955526782273447
2020-12-25,0.6983849527076621,4.036926495153816
2020-12-26,0.6655129645052587,4.17203120130108
2020-12-27,0.6745953150195951,4.3033016430708075
2020-12-28,0.6627004961755616,4.40627035767389
2020-12-29,0.6591368559988141,4.515875688191652
2020-12-30,0.6383493765008104,4.633010441566886
2020-12-31,0.6082266266746484,4.728636893974724
2021-01-01,0.6278835546048693,4.810613264030607
2021-01-02,0.6850838996987801,4.908513465564702
2021-01-03,0.6731132049106,5.006441488278317
2021-01-04,0.6640839675571661,5.104655310381552
2021-01-05,0.6642584822287031,5.18138865269691
2021-01-06,0.6615876489947462,5.307605756586481
2021-01-07,0.6843327278517297,5.3913373901502855
2021-01-08,0.6917508659911196,5.4697501200294205
2021-01-09,0.6891862590789677,5.546862842065512
2021-01-10,0.6994193947461929,5.614668114952965
2021-01-11,0.7248100148557511,5.732538864986421
2021-01-12,0.7371196221944522,5.866472552395691
2021-01-13,0.7465510020518625,5.980718961497081
2021-01-14,0.7454786220412586,6.055421357707451
2021-01-15,0.7264615812400067,6.134008602258124
2021-01-16,0.6961415539590639,6.208450491060258
2021-01-17,0.6773749037734953,6.299000842804696
2021-01-18,0.6544173722729016,6.424289730977541
2021-01-19,0.6233309979560792,6.555658811474658
2021-01-20,0.5943640916790823,6.6801383562432735
2021-01-21,0.5531988627814659,6.780231372563203
2021-01-22,0.5032269659665787,6.871128224452576
2021-01-23,0.458778837885557,6.955001493112121
2021-01-24,0.4129624136117599,7.0444794648459546
2021-01-25,0.40330340592191005,7.1507513122175475
2021-01-26,0.3855256722083843,7.251800365433722
2021-01-27,0.3711648851795894,7.35751326001677
2021-01-28,0.36321561543117403,7.434648744836105
2021-01-29,0.3542622540218866,7.494459222408654
2021-01-30,0.3426532345674716,7.549365584791203
2021-01-31,0.3295292254282647,7.5976783276274205
2021-02-01,0.3003625124983487,7.653978278184126
2021-02-02,0.28777469336444383,7.710579203319279
2021-02-03,0.27257168335562276,7.77047567362853
2021-02-04,0.26387630015643343,7.837952150758015
2021-02-05,0.2505803055438278,7.879984894617039
2021-02-06,0.2353595911480392,7.920530469970792
2021-02-07,0.22594085728131988,7.960893943058594
2021-02-08,0.21344408928039077,8.008240532206013
2021-02-09,0.20404053060250077,8.05323243788675
2021-02-10,0.19860781300161112,8.100004899056794
2021-02-11,0.18746163680648975,8.138314663256363
2021-02-12,0.17747130416053347,8.167759587981484
2021-02-13,0.17043254574187616,8.193102153326414
2021-02-14,0.15441007553627284,8.224770243215028
2021-02-15,0.14449814803260125,8.258820837749841
2021-02-16,0.13869110910725554,8.28859202903479
2021-02-17,0.12811400249323296,8.325945756338115
2021-02-18,0.1206326344003877,8.351758752536755
2021-02-19,0.11270359823707808,8.371800118583984
2021-02-20,0.10561931425193288,8.391709966328026
2021-02-21,0.10067726108985728,8.412231880021517
2021-02-22,0.09598559854346514,8.436292141910373
2021-02-23,0.08990034782291556,8.459024574776667
2021-02-24,0.09318577620445916,8.480355831874387
2021-02-25,0.08988517263408627,8.496256900569357
2021-02-26,0.08642270038286749,8.51049122769124
2021-02-27,0.08269213312899773,8.519823968821258
2021-02-28,0.07775260916506035,8.532864514421904
2021-03-01,0.07489208607073718,8.54899574014745
2021-03-02,0.07238312151762612,8.564643889028599
2021-03-03,0.06753970708294098,8.581033092964244
2021-03-04,0.06597160423724657,8.592242499112821
2021-03-05,0.06407470563358399,8.600391575514156
2021-03-06,0.06235990929587301,8.613009745025717
2021-03-07,0.059909116299940945,8.622749687055991
